gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_000152525.1_ASM15252v1_genomic_CDS_1099	CH482383.1	1173976	1175970	+	GCA_000531435.1_PA38182_genomic_CDS_2342	1	shell	0	4	6
GCA_000152525.1_ASM15252v1_genomic_CDS_1100	CH482383.1	1175981	1179271	+	GCA_000152525.1_ASM15252v1_genomic_CDS_1100	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1101	CH482383.1	1179268	1181466	+	GCA_001465155.1_ASM146515v1_genomic_CDS_1191	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1102	CH482383.1	1181468	1182463	-	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_3098	1	shell	0	3	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1103	CH482383.1	1182460	1183665	-	GCA_000399805.1_Pseudoaeru02_genomic_CDS_3041	1	shell	0	4	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1104	CH482383.1	1183662	1184399	-	GCA_001007345.1_ASM100734v1_genomic_CDS_1942	1	shell	0	4	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1105	CH482383.1	1184396	1185334	-	GCA_000825745.1_PAE221_genomic_CDS_1712	1	shell	0	7	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1106	CH482383.1	1185338	1186585	-	GCA_001465445.1_ADP0v1_genomic_CDS_4333	1	shell	0	3	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1107	CH482383.1	1186652	1187068	-	GCA_000751715.1_HGAP_corrected_genomic_CDS_3253	1	shell	0	4	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1108	CH482383.1	1187168	1189318	-	GCA_000733635.1_ASM73363v1_genomic_CDS_7974	1	shell	0	4	8
GCA_000152525.1_ASM15252v1_genomic_CDS_1109	CH482383.1	1189331	1189636	-	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2942	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1110	CH482383.1	1189633	1192413	-	GCA_001921095.1_TRN6622_genomic_CDS_2131	1	shell	0	3	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1111	CH482383.1	1192406	1194460	-	GCA_001921095.1_TRN6622_genomic_CDS_2130	1	shell	0	2	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1112	CH482383.1	1194453	1196204	-	GCA_000572265.1_PA01_BK1_genomic_CDS_1534	1	shell	0	2	5
GCA_000152525.1_ASM15252v1_genomic_CDS_1113	CH482383.1	1196204	1197808	-	GCA_001990445.1_ASM199044v1_genomic_CDS_4692	1	shell	0	3	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1114	CH482383.1	1198113	1198478	+	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2935	1	shell	0	2	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1115	CH482383.1	1198807	1199904	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_3087	1	shell	0	2	5
GCA_000152525.1_ASM15252v1_genomic_CDS_1116	CH482383.1	1199901	1200677	+	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2933	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1117	CH482383.1	1200803	1201255	+	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2932	1	shell	0	3	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1118	CH482383.1	1201606	1202076	+	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_0920	1	shell	0	4	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1119	CH482383.1	1202080	1203396	+	GCA_000258285.1_ASM25828v1_genomic_CDS_0179	1	shell	0	3	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1120	CH482383.1	1203591	1203812	+	GCA_001914085.1_ASM191408v1_genomic_CDS_4670	1	shell	0	3	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1121	CH482383.1	1203845	1204108	-	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_5614	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1122	CH482383.1	1204437	1204784	-	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_5615	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1123	CH482383.1	1204797	1205387	-	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_5616	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1124	CH482383.1	1205617	1207569	+	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_1135	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1125	CH482383.1	1207573	1208181	-	GCA_000152525.1_ASM15252v1_genomic_CDS_1125	1	shell	0	3	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1126	CH482383.1	1208342	1208572	+	GCA_000152525.1_ASM15252v1_genomic_CDS_1126	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1127	CH482383.1	1208556	1209506	-	GCA_000531435.1_PA38182_genomic_CDS_2373	1	shell	0	3	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1128	CH482383.1	1209490	1210866	-	GCA_000531435.1_PA38182_genomic_CDS_2374	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1129	CH482383.1	1211052	1212185	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_3072	1	shell	0	5	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1130	CH482383.1	1212287	1212556	-	GCA_000399805.1_Pseudoaeru02_genomic_CDS_3070	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1131	CH482383.1	1212850	1213134	-	GCA_000399805.1_Pseudoaeru02_genomic_CDS_3071	1	shell	0	3	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1132	CH482383.1	1213131	1213640	-	GCA_000505825.1_P.aer_PK6_genomic_CDS_2872	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1133	CH482383.1	1213894	1214778	+	GCA_000505825.1_P.aer_PK6_genomic_CDS_2871	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1134	CH482383.1	1214862	1215032	+	GCA_000987945.1_ASM98794v1_genomic_CDS_3253	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1135	CH482383.1	1215137	1215562	+	GCA_001010525.1_ASM101052v1_genomic_CDS_0755	1	shell	0	4	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1136	CH482383.1	1215582	1216748	-	GCA_000751715.1_HGAP_corrected_genomic_CDS_3285	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1137	CH482383.1	1217008	1217562	+	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_3256	1	shell	0	6	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1138	CH482383.1	1217738	1218082	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_3287	1	shell	0	3	13
GCA_000152525.1_ASM15252v1_genomic_CDS_1139	CH482383.1	1218242	1219378	-	GCA_001007345.1_ASM100734v1_genomic_CDS_3555	1	shell	0	4	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1140	CH482383.1	1219607	1220020	+	GCA_001007345.1_ASM100734v1_genomic_CDS_3556	1	shell	0	3	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1141	CH482383.1	1219980	1220246	-	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_3067	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1142	CH482383.1	1220444	1220758	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_3066	1	shell	0	5	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1143	CH482383.1	1220755	1222149	+	GCA_001045515.1_ASM104551v1_genomic_CDS_4630	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1144	CH482383.1	1222152	1223405	+	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2903	1	shell	0	3	12
GCA_000152525.1_ASM15252v1_genomic_CDS_1145	CH482383.1	1223559	1224143	+	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2902	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1146	CH482383.1	1224274	1225311	+	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2901	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1147	CH482383.1	1225308	1225628	+	GCA_001045515.1_ASM104551v1_genomic_CDS_4634	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1148	CH482383.1	1225641	1226516	+	GCA_001045515.1_ASM104551v1_genomic_CDS_4635	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1149	CH482383.1	1226604	1228199	+	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_1148	1	shell	0	2	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1150	CH482383.1	1228324	1229208	+	GCA_002088155.1_ASM208815v1_genomic_CDS_0059	1	shell	0	3	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1151	CH482383.1	1229224	1229901	-	GCA_000733615.1_ASM73361v1_genomic_CDS_3042	1	shell	0	3	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1152	CH482383.1	1229903	1230619	-	GCA_001007345.1_ASM100734v1_genomic_CDS_1631	1	shell	0	3	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1153	CH482383.1	1230700	1231506	-	GCA_000467025.1_ASM46702v1_genomic_CDS_2712	1	shell	0	2	6
GCA_000152525.1_ASM15252v1_genomic_CDS_1154	CH482383.1	1231804	1232280	-	GCA_000412735.1_pagenome_genomic_CDS_3064	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1155	CH482383.1	1232362	1233309	-	GCA_000258285.1_ASM25828v1_genomic_CDS_0149	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1156	CH482383.1	1233377	1234897	-	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_0952	1	shell	0	4	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1157	CH482383.1	1234894	1235424	-	GCA_000258285.1_ASM25828v1_genomic_CDS_0147	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1158	CH482383.1	1235452	1236465	-	GCA_001605875.1_ASM160587v1_genomic_CDS_6054	1	shell	0	3	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1159	CH482383.1	1236732	1238057	+	GCA_000531435.1_PA38182_genomic_CDS_2405	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1160	CH482383.1	1238050	1239009	+	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_4274	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1161	CH482383.1	1239006	1240019	+	GCA_001914085.1_ASM191408v1_genomic_CDS_4702	1	shell	0	3	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1162	CH482383.1	1240192	1241442	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_5646	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1163	CH482383.1	1241628	1242950	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_3102	1	shell	0	3	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1164	CH482383.1	1242981	1244156	+	GCA_000505825.1_P.aer_PK6_genomic_CDS_2839	1	shell	0	3	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1165	CH482383.1	1244184	1245179	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_3104	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1166	CH482383.1	1245308	1246891	+	GCA_001914085.1_ASM191408v1_genomic_CDS_4707	1	shell	0	5	10
GCA_000152525.1_ASM15252v1_genomic_CDS_1167	CH482383.1	1246997	1248136	-	GCA_000152525.1_ASM15252v1_genomic_CDS_1167	1	cloud	0	1	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1168	CH482383.1	1248165	1248278	+	GCA_000152525.1_ASM15252v1_genomic_CDS_1168	1	cloud	0	1	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1169	CH482383.1	1248388	1249356	-	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_6255	1	shell	0	4	8
GCA_000152525.1_ASM15252v1_genomic_CDS_1170	CH482383.1	1249832	1250194	+	GCA_002025755.1_ASM202575v1_genomic_CDS_1906	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1171	CH482383.1	1250244	1250984	+	GCA_002025755.1_ASM202575v1_genomic_CDS_1907	1	shell	0	3	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1172	CH482383.1	1251200	1251919	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_2995	1	shell	0	2	7
GCA_000152525.1_ASM15252v1_genomic_CDS_1173	CH482383.1	1252037	1252633	+	GCA_001921095.1_TRN6622_genomic_CDS_0622	1	shell	1	2	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1174	CH482383.1	1253410	1254582	+	GCA_001921095.1_TRN6622_genomic_CDS_0623	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1175	CH482383.1	1254582	1256048	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_5048	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1176	CH482383.1	1256048	1256959	+	GCA_001547575.1_ASM154757v1_genomic_CDS_3196	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1177	CH482383.1	1256965	1257759	+	GCA_001036075.1_ASM103607v1_genomic_CDS_1412	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1178	CH482383.1	1257774	1259762	+	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2869	1	shell	0	4	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1179	CH482383.1	1259762	1260949	+	GCA_001007345.1_ASM100734v1_genomic_CDS_4074	1	shell	0	2	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1180	CH482383.1	1260939	1262267	+	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1949	1	shell	0	3	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1181	CH482383.1	1262276	1263484	+	GCA_001990445.1_ASM199044v1_genomic_CDS_5525	1	shell	0	3	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1182	CH482383.1	1263475	1264578	+	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_3651	1	shell	0	3	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1183	CH482383.1	1264581	1266017	+	GCA_001036075.1_ASM103607v1_genomic_CDS_1407	1	shell	0	3	7
GCA_000152525.1_ASM15252v1_genomic_CDS_1184	CH482383.1	1266019	1267428	+	GCA_001914085.1_ASM191408v1_genomic_CDS_5151	1	shell	0	4	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1185	CH482383.1	1267532	1268578	+	GCA_001007345.1_ASM100734v1_genomic_CDS_4069	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1186	CH482383.1	1268765	1270498	+	GCA_001914085.1_ASM191408v1_genomic_CDS_5153	1	shell	0	2	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1187	CH482383.1	1270554	1271555	+	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_0892	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1188	CH482383.1	1271556	1271849	-	GCA_000152525.1_ASM15252v1_genomic_CDS_1188	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1189	CH482383.1	1271921	1272382	-	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_3518	1	shell	2	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1190	CH482383.1	1272522	1272650	+	GCA_000825745.1_PAE221_genomic_CDS_1159	1	shell	2	1	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1191	CH482383.1	1272692	1273924	+	GCA_000825745.1_PAE221_genomic_CDS_1160	1	persistent	1	3	5
GCA_000152525.1_ASM15252v1_genomic_CDS_1192	CH482383.1	1273921	1274973	+	GCA_001828815.1_ASM182881v1_genomic_CDS_4898	1	persistent	1	3	14
GCA_000152525.1_ASM15252v1_genomic_CDS_1193	CH482383.1	1274974	1275162	+	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_4338	1	shell	1	1	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1194	CH482383.1	1275984	1276481	+	GCA_002215625.1_ASM221562v1_genomic_CDS_3473	1	cloud	1	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1195	CH482383.1	1276485	1277879	+	GCA_000531435.1_PA38182_genomic_CDS_2437	1	shell	0	2	6
GCA_000152525.1_ASM15252v1_genomic_CDS_1196	CH482383.1	1278012	1278830	-	GCA_001465445.1_ADP0v1_genomic_CDS_4554	1	shell	2	2	12
GCA_000152525.1_ASM15252v1_genomic_CDS_1197	CH482383.1	1278999	1280444	+	GCA_000258285.1_ASM25828v1_genomic_CDS_6142	1	shell	1	4	20
GCA_000152525.1_ASM15252v1_genomic_CDS_1198	CH482383.1	1280538	1281098	-	GCA_000987945.1_ASM98794v1_genomic_CDS_4571	1	cloud	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1199	CH482383.1	1281769	1282755	+	GCA_000335395.3_ASM33539v3_genomic_CDS_2654	1	shell	0	3	6
GCA_000152525.1_ASM15252v1_genomic_CDS_1200	CH482383.1	1282773	1283705	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_6225	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1201	CH482383.1	1283702	1285048	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_6224	1	shell	0	4	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1202	CH482383.1	1285198	1285845	+	GCA_000987945.1_ASM98794v1_genomic_CDS_4959	1	shell	0	3	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1203	CH482383.1	1286079	1287017	-	GCA_001605875.1_ASM160587v1_genomic_CDS_5441	1	shell	0	3	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1204	CH482383.1	1287578	1288600	+	GCA_001605875.1_ASM160587v1_genomic_CDS_5442	1	shell	1	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1205	CH482383.1	1288672	1289991	+	GCA_000152525.1_ASM15252v1_genomic_CDS_1205	1	cloud	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1206	CH482383.1	1290125	1290406	+	GCA_001036075.1_ASM103607v1_genomic_CDS_2832	1	shell	1	2	9
GCA_000152525.1_ASM15252v1_genomic_CDS_1207	CH482383.1	1290469	1290657	+	GCA_000152525.1_ASM15252v1_genomic_CDS_1207	1	cloud	1	1	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1208	CH482383.1	1290840	1291793	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_2959	1	persistent	0	7	15
GCA_000152525.1_ASM15252v1_genomic_CDS_1209	CH482383.1	1291812	1292798	+	GCA_000412735.1_pagenome_genomic_CDS_2933	1	shell	1	4	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1210	CH482383.1	1292966	1293682	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_3478	1	shell	1	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1211	CH482383.1	1293685	1295460	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_3479	1	shell	0	4	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1212	CH482383.1	1295845	1296657	-	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_2956	1	cloud	0	4	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1213	CH482383.1	1297034	1297156	-	GCA_000751715.1_HGAP_corrected_genomic_CDS_0850	2	shell	1	5	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1214	CH482383.1	1297455	1298348	-	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1918	1	shell	0	4	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1215	CH482383.1	1298435	1299187	+	GCA_000152525.1_ASM15252v1_genomic_CDS_1215	1	cloud	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1216	CH482383.1	1299184	1299504	+	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1917	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1217	CH482383.1	1299468	1300673	-	GCA_001990445.1_ASM199044v1_genomic_CDS_5493	1	shell	0	5	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1218	CH482383.1	1300820	1301410	+	GCA_001990445.1_ASM199044v1_genomic_CDS_5492	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1219	CH482383.1	1301418	1301933	+	GCA_001547575.1_ASM154757v1_genomic_CDS_2751	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1220	CH482383.1	1302055	1303752	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_2951	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1221	CH482383.1	1303760	1304230	-	GCA_001010525.1_ASM101052v1_genomic_CDS_5180	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1222	CH482383.1	1304308	1304685	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_5090	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1223	CH482383.1	1304710	1305771	-	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_0860	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1224	CH482383.1	1305980	1306870	+	GCA_000572265.1_PA01_BK1_genomic_CDS_6296	1	shell	0	2	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1225	CH482383.1	1306949	1307299	+	GCA_000572265.1_PA01_BK1_genomic_CDS_6295	1	shell	0	2	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1226	CH482383.1	1307313	1308596	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_5094	1	shell	1	3	6
GCA_000152525.1_ASM15252v1_genomic_CDS_1227	CH482383.1	1308628	1309098	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_3198	1	shell	1	1	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1228	CH482383.1	1309110	1309802	+	GCA_002282595.1_ASM228259v1_genomic_CDS_1244	1	persistent	0	5	40
GCA_000152525.1_ASM15252v1_genomic_CDS_1229	CH482383.1	1309815	1310759	-	GCA_000335395.3_ASM33539v3_genomic_CDS_2625	1	shell	1	1	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1230	CH482383.1	1310957	1311385	+	GCA_000258285.1_ASM25828v1_genomic_CDS_6112	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1231	CH482383.1	1311392	1312849	+	GCA_001465155.1_ASM146515v1_genomic_CDS_1316	1	shell	0	3	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1232	CH482383.1	1312846	1313517	+	GCA_000258285.1_ASM25828v1_genomic_CDS_6110	1	shell	0	3	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1233	CH482383.1	1313514	1314176	+	GCA_000412735.1_pagenome_genomic_CDS_2912	1	shell	0	6	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1234	CH482383.1	1314177	1315721	+	GCA_001921095.1_TRN6622_genomic_CDS_4763	1	shell	0	6	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1235	CH482383.1	1315708	1316343	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_6191	1	shell	0	4	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1236	CH482383.1	1316356	1316643	-	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_2323	1	shell	0	2	0
GCA_000152525.1_ASM15252v1_genomic_CDS_1237	CH482383.1	1316764	1318767	-	GCA_001465155.1_ASM146515v1_genomic_CDS_1322	1	shell	0	4	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1238	CH482383.1	1318758	1321412	-	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_2325	1	shell	0	7	12
GCA_000152525.1_ASM15252v1_genomic_CDS_1239	CH482383.1	1321566	1322924	-	GCA_000505805.1_P.aer_PFK10_genomic_CDS_1809	2	shell	2	5	7
GCA_000152525.1_ASM15252v1_genomic_CDS_1240	CH482383.1	1323266	1323547	-	GCA_002025755.1_ASM202575v1_genomic_CDS_2000	1	shell	0	3	3
GCA_000152525.1_ASM15252v1_genomic_CDS_1241	CH482383.1	1323544	1324509	-	GCA_000412735.1_pagenome_genomic_CDS_2902	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1242	CH482383.1	1324506	1325360	-	GCA_000412735.1_pagenome_genomic_CDS_2901	1	shell	0	5	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1243	CH482383.1	1325357	1326154	-	GCA_000505805.1_P.aer_PFK10_genomic_CDS_2803	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1244	CH482383.1	1326179	1327585	-	GCA_000987945.1_ASM98794v1_genomic_CDS_2641	1	shell	0	3	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1245	CH482383.1	1327720	1327965	-	GCA_001921095.1_TRN6622_genomic_CDS_5493	1	shell	0	4	6
GCA_000152525.1_ASM15252v1_genomic_CDS_1246	CH482383.1	1328051	1329775	-	GCA_000733635.1_ASM73363v1_genomic_CDS_7865	1	shell	0	4	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1247	CH482383.1	1329772	1330521	-	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_4474	1	shell	0	3	7
GCA_000152525.1_ASM15252v1_genomic_CDS_1248	CH482383.1	1330697	1332148	-	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_4475	1	shell	0	4	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1249	CH482383.1	1332368	1332910	-	GCA_000825745.1_PAE221_genomic_CDS_1930	1	shell	0	2	1
GCA_000152525.1_ASM15252v1_genomic_CDS_1250	CH482383.1	1332978	1334279	-	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1504	3	shell	0	5	7
GCA_000152525.1_ASM15252v1_genomic_CDS_1251	CH482383.1	1334481	1336124	-	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1504	3	shell	0	5	7
GCA_000152525.1_ASM15252v1_genomic_CDS_1252	CH482383.1	1336199	1337161	-	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1504	3	shell	0	5	7
GCA_000152525.1_ASM15252v1_genomic_CDS_1253	CH482383.1	1339403	1340422	-	GCA_000152525.1_ASM15252v1_genomic_CDS_1253	1	shell	0	3	5
GCA_000152525.1_ASM15252v1_genomic_CDS_1254	CH482383.1	1340419	1341507	-	GCA_000152525.1_ASM15252v1_genomic_CDS_1254	1	shell	1	5	2
GCA_000152525.1_ASM15252v1_genomic_CDS_1255	CH482383.1	1341537	1345286	-	GCA_000152525.1_ASM15252v1_genomic_CDS_1255	1	shell	0	4	4
GCA_000152525.1_ASM15252v1_genomic_CDS_1256	CH482383.1	1345382	1345999	-	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_5814	1	shell	2	3	8
GCA_000152525.1_ASM15252v1_genomic_CDS_1257	CH482383.1	1346109	1346975	-	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_5815	1	persistent	0	6	9
GCA_000152525.1_ASM15252v1_genomic_CDS_1258	CH482383.1	1346992	1347840	-	GCA_000572265.1_PA01_BK1_genomic_CDS_0592	1	shell	2	1	1
