gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_000258285.1_ASM25828v1_genomic_CDS_1353	AJKG01000031.1	112118	113230	-	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_1041	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1354	AJKG01000031.1	113238	113885	-	GCA_000399805.1_Pseudoaeru02_genomic_CDS_1820	1	persistent	1	6	34
GCA_000258285.1_ASM25828v1_genomic_CDS_1355	AJKG01000031.1	113984	114865	-	GCA_000467675.1_PseVRFPA03_genomic_CDS_3744	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1356	AJKG01000031.1	115071	116216	-	GCA_002025755.1_ASM202575v1_genomic_CDS_3186	1	shell	0	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1357	AJKG01000031.1	116326	118575	-	GCA_002025755.1_ASM202575v1_genomic_CDS_3187	1	shell	2	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1358	AJKG01000031.1	118678	120822	-	GCA_002208585.1_ASM220858v1_genomic_CDS_5752	1	persistent	0	6	32
GCA_000258285.1_ASM25828v1_genomic_CDS_1359	AJKG01000031.1	120952	121416	+	GCA_000496325.1_MDRPA05_genomic_CDS_2365	1	shell	1	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1360	AJKG01000031.1	121455	122264	-	GCA_000987945.1_ASM98794v1_genomic_CDS_0728	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1361	AJKG01000031.1	122257	122556	-	GCA_000531435.1_PA38182_genomic_CDS_1090	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1362	AJKG01000031.1	122672	123304	-	GCA_001921095.1_TRN6622_genomic_CDS_4503	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1363	AJKG01000031.1	123435	123932	+	GCA_001921095.1_TRN6622_genomic_CDS_4502	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1364	AJKG01000031.1	124034	124408	+	GCA_001921095.1_TRN6622_genomic_CDS_4501	1	shell	1	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1365	AJKG01000031.1	124408	124725	+	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_3825	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1366	AJKG01000031.1	124808	125428	+	GCA_000258285.1_ASM25828v1_genomic_CDS_1366	1	persistent	2	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1367	AJKG01000031.1	125548	126108	-	GCA_000258285.1_ASM25828v1_genomic_CDS_1367	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1368	AJKG01000031.1	126423	126917	+	GCA_000987945.1_ASM98794v1_genomic_CDS_0720	1	shell	1	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1369	AJKG01000031.1	126925	127125	+	GCA_002255825.1_ASM225582v1_genomic_CDS_0573	1	persistent	1	8	31
GCA_000258285.1_ASM25828v1_genomic_CDS_1370	AJKG01000031.1	127292	127933	+	GCA_001036075.1_ASM103607v1_genomic_CDS_1765	1	shell	1	4	10
GCA_000258285.1_ASM25828v1_genomic_CDS_1371	AJKG01000031.1	128056	130599	+	GCA_001465445.1_ADP0v1_genomic_CDS_3171	1	shell	1	2	6
GCA_000258285.1_ASM25828v1_genomic_CDS_1372	AJKG01000031.1	130754	132229	-	GCA_000152525.1_ASM15252v1_genomic_CDS_0001	1	shell	0	2	8
GCA_000258285.1_ASM25828v1_genomic_CDS_1373	AJKG01000031.1	132883	133638	-	GCA_001007345.1_ASM100734v1_genomic_CDS_0767	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1374	AJKG01000031.1	133773	134141	-	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_0476	1	shell	0	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1375	AJKG01000031.1	134214	135500	-	GCA_001990445.1_ASM199044v1_genomic_CDS_0649	1	shell	1	1	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1376	AJKG01000031.1	135556	137049	-	GCA_002263675.1_ASM226367v1_genomic_CDS_3612	1	persistent	0	7	17
GCA_000258285.1_ASM25828v1_genomic_CDS_1377	AJKG01000031.1	137224	137700	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_1948	1	shell	1	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1378	AJKG01000031.1	138077	139327	-	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_4220	1	shell	1	4	6
GCA_000258285.1_ASM25828v1_genomic_CDS_1379	AJKG01000031.1	139406	140392	-	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_5448	1	shell	0	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1380	AJKG01000031.1	140408	141325	-	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_3372	1	shell	0	3	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1381	AJKG01000031.1	141366	142511	-	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_5446	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1382	AJKG01000031.1	142513	143274	-	GCA_000412735.1_pagenome_genomic_CDS_4313	1	shell	0	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1383	AJKG01000031.1	143274	144338	-	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_3396	1	shell	0	3	8
GCA_000258285.1_ASM25828v1_genomic_CDS_1384	AJKG01000031.1	144479	144886	-	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_1073	1	shell	0	3	6
GCA_000258285.1_ASM25828v1_genomic_CDS_1385	AJKG01000031.1	144910	146265	-	GCA_000152525.1_ASM15252v1_genomic_CDS_5773	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1386	AJKG01000031.1	146347	147213	-	GCA_000733615.1_ASM73361v1_genomic_CDS_4566	1	shell	0	3	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1387	AJKG01000031.1	147197	149344	-	GCA_000531435.1_PA38182_genomic_CDS_1058	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1388	AJKG01000031.1	149454	150605	-	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_4096	1	shell	0	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1389	AJKG01000031.1	150602	150988	-	GCA_001465445.1_ADP0v1_genomic_CDS_3859	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1390	AJKG01000031.1	151146	151946	+	GCA_000335395.3_ASM33539v3_genomic_CDS_3791	1	shell	1	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1391	AJKG01000031.1	151986	152885	-	GCA_001914085.1_ASM191408v1_genomic_CDS_5985	1	shell	1	1	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1392	AJKG01000031.1	153512	154222	-	GCA_000945315.1_PRJEB5504_assembly_1_genomic_CDS_0658	1	persistent	0	6	39
GCA_000258285.1_ASM25828v1_genomic_CDS_1393	AJKG01000031.1	154251	155009	-	GCA_001921095.1_TRN6622_genomic_CDS_4469	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1394	AJKG01000031.1	154948	156138	-	GCA_001007345.1_ASM100734v1_genomic_CDS_1183	1	shell	1	1	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1395	AJKG01000031.1	156156	157034	-	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_3794	1	persistent	2	3	14
GCA_000258285.1_ASM25828v1_genomic_CDS_1396	AJKG01000031.1	157218	157775	+	GCA_002256045.1_ASM225604v1_genomic_CDS_3493	1	persistent	2	1	8
GCA_000258285.1_ASM25828v1_genomic_CDS_1397	AJKG01000031.1	157787	158260	+	GCA_001465025.1_Pseudomonas_sp._Ga0074129_genomic_CDS_0875	1	persistent	4	1	5
GCA_000258285.1_ASM25828v1_genomic_CDS_1398	AJKG01000031.1	158320	159393	-	GCA_000258285.1_ASM25828v1_genomic_CDS_1398	1	shell	3	0	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1399	AJKG01000031.1	159427	159678	-	GCA_001465445.1_ADP0v1_genomic_CDS_6201	1	persistent	2	3	11
GCA_000258285.1_ASM25828v1_genomic_CDS_1400	AJKG01000031.1	159842	161275	+	GCA_000335395.3_ASM33539v3_genomic_CDS_3814	1	shell	2	0	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1401	AJKG01000031.1	161384	162442	-	GCA_000285355.1_ASM28535v1_genomic_CDS_2348	1	persistent	3	6	36
GCA_000258285.1_ASM25828v1_genomic_CDS_1402	AJKG01000031.1	163191	164189	+	GCA_000572265.1_PA01_BK1_genomic_CDS_3514	1	shell	1	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1403	AJKG01000031.1	164142	164744	-	GCA_000505805.1_P.aer_PFK10_genomic_CDS_4182	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1404	AJKG01000031.1	164722	166293	-	GCA_001010525.1_ASM101052v1_genomic_CDS_3195	1	shell	0	3	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1405	AJKG01000031.1	166432	167337	-	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_0508	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1406	AJKG01000031.1	167331	168344	-	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_0509	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1407	AJKG01000031.1	168387	169433	-	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_4250	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1408	AJKG01000031.1	169426	170277	-	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_4251	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1409	AJKG01000031.1	170271	171824	-	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_4252	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1410	AJKG01000031.1	172381	172902	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_3404	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1411	AJKG01000031.1	172982	175501	-	GCA_001010525.1_ASM101052v1_genomic_CDS_3188	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1412	AJKG01000031.1	175602	176315	-	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_5415	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1413	AJKG01000031.1	176373	176984	-	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_5414	1	shell	0	3	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1414	AJKG01000031.1	177501	178142	+	GCA_001036075.1_ASM103607v1_genomic_CDS_3207	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1415	AJKG01000031.1	178324	179028	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_1756	1	shell	0	3	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1416	AJKG01000031.1	179413	179973	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_3681	1	shell	0	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1417	AJKG01000031.1	180094	180498	-	GCA_000467675.1_PseVRFPA03_genomic_CDS_3680	1	shell	1	4	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1418	AJKG01000031.1	181021	181695	-	GCA_000467025.1_ASM46702v1_genomic_CDS_3520	1	persistent	3	7	29
GCA_000258285.1_ASM25828v1_genomic_CDS_1419	AJKG01000031.1	181711	182358	-	GCA_000335395.3_ASM33539v3_genomic_CDS_3933	1	persistent	2	3	13
GCA_000258285.1_ASM25828v1_genomic_CDS_1420	AJKG01000031.1	182578	183402	-	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_3459	1	shell	2	0	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1421	AJKG01000031.1	183412	183918	-	GCA_001465025.1_Pseudomonas_sp._Ga0074129_genomic_CDS_0882	1	persistent	1	3	13
GCA_000258285.1_ASM25828v1_genomic_CDS_1422	AJKG01000031.1	183971	185269	-	GCA_001705955.1_ASM170595v1_genomic_CDS_3896	1	persistent	1	2	10
GCA_000258285.1_ASM25828v1_genomic_CDS_1423	AJKG01000031.1	185266	186309	-	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_3462	1	shell	1	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1424	AJKG01000031.1	186312	186752	-	GCA_000572265.1_PA01_BK1_genomic_CDS_0208	1	shell	1	1	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1425	AJKG01000031.1	186775	187470	-	GCA_001269555.1_ASM126955v1_genomic_CDS_4435	1	persistent	1	2	10
GCA_000258285.1_ASM25828v1_genomic_CDS_1426	AJKG01000031.1	187472	187918	-	GCA_001921095.1_TRN6622_genomic_CDS_4149	1	persistent	2	0	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1427	AJKG01000031.1	187971	189029	-	GCA_000467025.1_ASM46702v1_genomic_CDS_5514	1	persistent	2	0	11
GCA_000258285.1_ASM25828v1_genomic_CDS_1428	AJKG01000031.1	189040	189645	-	GCA_000467045.1_ASM46704v1_genomic_CDS_5772	1	persistent	2	0	6
GCA_000258285.1_ASM25828v1_genomic_CDS_1429	AJKG01000031.1	189662	190186	-	GCA_002208585.1_ASM220858v1_genomic_CDS_4024	1	persistent	3	0	8
GCA_000258285.1_ASM25828v1_genomic_CDS_1430	AJKG01000031.1	190271	191017	-	GCA_000467025.1_ASM46702v1_genomic_CDS_5517	1	persistent	2	1	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1431	AJKG01000031.1	191084	192859	-	GCA_000467005.1_ASM46700v1_genomic_CDS_6314	1	persistent	3	3	18
GCA_000258285.1_ASM25828v1_genomic_CDS_1432	AJKG01000031.1	193299	193769	+	GCA_000292775.1_PPS11_1.0_genomic_CDS_1830	1	persistent	2	7	30
GCA_000258285.1_ASM25828v1_genomic_CDS_1433	AJKG01000031.1	193984	194598	+	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_3881	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1434	AJKG01000031.1	194647	194856	-	GCA_000505805.1_P.aer_PFK10_genomic_CDS_4214	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1435	AJKG01000031.1	194857	195285	-	GCA_000505805.1_P.aer_PFK10_genomic_CDS_4215	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1436	AJKG01000031.1	196004	197329	+	GCA_001914085.1_ASM191408v1_genomic_CDS_2627	1	shell	1	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1437	AJKG01000031.1	197393	197800	-	GCA_001045515.1_ASM104551v1_genomic_CDS_2839	1	shell	1	1	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1438	AJKG01000031.1	197908	199623	+	GCA_000497835.1_L18_assembly_1.0_genomic_CDS_2292	1	persistent	0	8	22
GCA_000258285.1_ASM25828v1_genomic_CDS_1439	AJKG01000031.1	199632	200588	+	GCA_000531435.1_PA38182_genomic_CDS_0994	1	shell	1	1	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1440	AJKG01000031.1	200605	200880	-	GCA_000531435.1_PA38182_genomic_CDS_0993	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1441	AJKG01000031.1	200880	201344	-	GCA_001010525.1_ASM101052v1_genomic_CDS_3156	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1442	AJKG01000031.1	201689	202072	+	GCA_001914085.1_ASM191408v1_genomic_CDS_2621	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1443	AJKG01000031.1	202083	202277	-	GCA_001914085.1_ASM191408v1_genomic_CDS_2620	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1444	AJKG01000031.1	202427	203662	-	GCA_001605875.1_ASM160587v1_genomic_CDS_1757	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1445	AJKG01000031.1	203787	204140	+	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_5382	1	shell	2	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1446	AJKG01000031.1	204137	204733	+	GCA_002256045.1_ASM225604v1_genomic_CDS_2495	1	persistent	3	4	14
GCA_000258285.1_ASM25828v1_genomic_CDS_1447	AJKG01000031.1	204735	205154	+	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_3895	1	shell	2	0	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1448	AJKG01000031.1	205335	206039	-	GCA_002208585.1_ASM220858v1_genomic_CDS_2898	1	persistent	1	6	14
GCA_000258285.1_ASM25828v1_genomic_CDS_1449	AJKG01000031.1	206241	207278	-	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_0038	1	shell	2	0	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1450	AJKG01000031.1	207492	208553	+	GCA_000467005.1_ASM46700v1_genomic_CDS_3152	1	persistent	0	6	30
GCA_000258285.1_ASM25828v1_genomic_CDS_1451	AJKG01000031.1	208553	209221	+	GCA_000335395.3_ASM33539v3_genomic_CDS_3965	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1452	AJKG01000031.1	209214	209930	+	GCA_000572265.1_PA01_BK1_genomic_CDS_0240	1	shell	0	3	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1453	AJKG01000031.1	209984	210544	-	GCA_000987945.1_ASM98794v1_genomic_CDS_2353	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1454	AJKG01000031.1	210660	210893	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_1628	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1455	AJKG01000031.1	210905	211159	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_1627	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1456	AJKG01000031.1	211165	211491	+	GCA_001036075.1_ASM103607v1_genomic_CDS_1573	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1457	AJKG01000031.1	211585	211776	+	GCA_001921095.1_TRN6622_genomic_CDS_4181	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1458	AJKG01000031.1	211817	213145	-	GCA_000505825.1_P.aer_PK6_genomic_CDS_4154	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1459	AJKG01000031.1	213333	213872	-	GCA_001007345.1_ASM100734v1_genomic_CDS_0575	1	shell	0	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1460	AJKG01000031.1	214105	215043	+	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_3729	1	shell	1	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1461	AJKG01000031.1	215086	215916	-	GCA_000953455.1_Ppseudo_Pac_genomic_CDS_1545	1	persistent	3	1	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1462	AJKG01000031.1	216021	218264	-	GCA_001466975.1_ASM146697v1_genomic_CDS_1970	1	persistent	2	3	25
GCA_000258285.1_ASM25828v1_genomic_CDS_1463	AJKG01000031.1	218349	219701	-	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_1240	1	shell	2	0	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1464	AJKG01000031.1	219710	220609	-	GCA_001400995.1_PrhICMP9756_genomic_CDS_4446	1	persistent	0	7	41
GCA_000258285.1_ASM25828v1_genomic_CDS_1465	AJKG01000031.1	220859	223087	-	GCA_000412735.1_pagenome_genomic_CDS_4409	1	shell	1	1	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1466	AJKG01000031.1	223323	224663	-	GCA_000412735.1_pagenome_genomic_CDS_4410	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1467	AJKG01000031.1	224660	225379	-	GCA_000751715.1_HGAP_corrected_genomic_CDS_1747	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1468	AJKG01000031.1	225565	228342	+	GCA_001036075.1_ASM103607v1_genomic_CDS_1390	1	shell	0	3	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1469	AJKG01000031.1	228345	229334	+	GCA_001465445.1_ADP0v1_genomic_CDS_0271	1	shell	0	3	7
GCA_000258285.1_ASM25828v1_genomic_CDS_1470	AJKG01000031.1	229370	229795	+	GCA_001010525.1_ASM101052v1_genomic_CDS_3127	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1471	AJKG01000031.1	229863	230270	+	GCA_001010525.1_ASM101052v1_genomic_CDS_3126	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1472	AJKG01000031.1	230383	232311	+	GCA_001010525.1_ASM101052v1_genomic_CDS_3125	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1473	AJKG01000031.1	232318	233367	-	GCA_001010525.1_ASM101052v1_genomic_CDS_3124	1	shell	0	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1474	AJKG01000031.1	233769	234083	+	GCA_001914085.1_ASM191408v1_genomic_CDS_2589	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1475	AJKG01000031.1	234098	234457	-	GCA_000467675.1_PseVRFPA03_genomic_CDS_3504	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1476	AJKG01000031.1	234706	237351	+	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_5351	1	shell	0	5	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1477	AJKG01000031.1	237353	238636	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_0069	1	shell	0	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1478	AJKG01000031.1	238797	239345	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_0070	1	shell	1	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1479	AJKG01000031.1	239400	241304	-	GCA_000335395.3_ASM33539v3_genomic_CDS_3997	1	persistent	1	6	20
GCA_000258285.1_ASM25828v1_genomic_CDS_1480	AJKG01000031.1	241551	242873	+	GCA_001828745.1_ASM182874v1_genomic_CDS_0706	1	persistent	2	4	40
GCA_000258285.1_ASM25828v1_genomic_CDS_1481	AJKG01000031.1	242934	243395	+	GCA_000572265.1_PA01_BK1_genomic_CDS_0273	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1482	AJKG01000031.1	243388	243780	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_1597	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1483	AJKG01000031.1	243830	245278	-	GCA_000828755.1_ASM82875v1_genomic_CDS_1902	1	persistent	3	3	27
GCA_000258285.1_ASM25828v1_genomic_CDS_1484	AJKG01000031.1	245605	246144	+	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_1219	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1485	AJKG01000031.1	246165	246617	-	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_3524	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1486	AJKG01000031.1	246670	247173	-	GCA_002025755.1_ASM202575v1_genomic_CDS_5396	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1487	AJKG01000031.1	247265	247540	-	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_3698	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_1488	AJKG01000031.1	247533	247907	-	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_3697	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1489	AJKG01000031.1	248072	248602	-	GCA_000505825.1_P.aer_PK6_genomic_CDS_4186	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1490	AJKG01000031.1	248773	249486	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_3488	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1491	AJKG01000032.1	271	456	-	GCA_001513025.1_ASM151302v1_genomic_CDS_1138	1	persistent	2	2	17
GCA_000258285.1_ASM25828v1_genomic_CDS_1492	AJKG01000032.1	641	1879	-	GCA_000467025.1_ASM46702v1_genomic_CDS_4367	1	persistent	3	0	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1493	AJKG01000032.1	2027	4651	-	GCA_000759445.1_ASM75944v1_genomic_CDS_2703	1	persistent	2	1	15
GCA_000258285.1_ASM25828v1_genomic_CDS_1494	AJKG01000032.1	4773	5777	-	GCA_000258285.1_ASM25828v1_genomic_CDS_1494	1	persistent	1	2	9
GCA_000258285.1_ASM25828v1_genomic_CDS_1495	AJKG01000032.1	5922	6920	-	GCA_000505805.1_P.aer_PFK10_genomic_CDS_4278	1	shell	2	0	3
GCA_000258285.1_ASM25828v1_genomic_CDS_1496	AJKG01000032.1	6934	7224	-	GCA_000962895.1_ASM96289v1_genomic_CDS_6348	1	persistent	2	2	13
GCA_000258285.1_ASM25828v1_genomic_CDS_1497	AJKG01000032.1	7238	8584	-	GCA_001312145.1_ASM131214v1_genomic_CDS_2351	1	persistent	3	0	8
GCA_000258285.1_ASM25828v1_genomic_CDS_1498	AJKG01000032.1	8581	10044	-	GCA_000801775.1_PfAU2989_genomic_CDS_0077	1	persistent	2	0	9
GCA_000258285.1_ASM25828v1_genomic_CDS_1499	AJKG01000032.1	10090	11112	-	GCA_000467045.1_ASM46704v1_genomic_CDS_1814	1	persistent	3	1	11
GCA_000258285.1_ASM25828v1_genomic_CDS_1500	AJKG01000032.1	11124	12140	-	GCA_000467005.1_ASM46700v1_genomic_CDS_0636	1	persistent	2	0	6
GCA_000258285.1_ASM25828v1_genomic_CDS_1501	AJKG01000032.1	12339	13559	-	GCA_001828745.1_ASM182874v1_genomic_CDS_2624	1	persistent	4	1	10
GCA_000258285.1_ASM25828v1_genomic_CDS_1502	AJKG01000032.1	13789	14049	+	GCA_001007345.1_ASM100734v1_genomic_CDS_5768	1	shell	2	0	0
GCA_000258285.1_ASM25828v1_genomic_CDS_1503	AJKG01000032.1	14070	15059	-	GCA_002208585.1_ASM220858v1_genomic_CDS_2714	1	persistent	3	1	11
GCA_000258285.1_ASM25828v1_genomic_CDS_1504	AJKG01000032.1	15092	15856	-	GCA_001828745.1_ASM182874v1_genomic_CDS_1088	1	persistent	2	2	18
GCA_000258285.1_ASM25828v1_genomic_CDS_1505	AJKG01000032.1	15875	16987	-	GCA_000467675.1_PseVRFPA03_genomic_CDS_3472	1	shell	2	0	1
GCA_000258285.1_ASM25828v1_genomic_CDS_1506	AJKG01000032.1	17001	17699	-	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_4506	1	persistent	2	2	13
GCA_000258285.1_ASM25828v1_genomic_CDS_1507	AJKG01000032.1	17716	18405	-	GCA_001467325.1_ASM146732v1_genomic_CDS_1487	1	persistent	2	1	7
GCA_000258285.1_ASM25828v1_genomic_CDS_1508	AJKG01000032.1	18524	19303	-	GCA_001036075.1_ASM103607v1_genomic_CDS_0419	1	shell	2	0	4
GCA_000258285.1_ASM25828v1_genomic_CDS_1509	AJKG01000032.1	19844	21799	-	GCA_001465025.1_Pseudomonas_sp._Ga0074129_genomic_CDS_1005	1	persistent	1	5	29
